year, gini , top5 ,,,,,,,,,,,,,,,
" 1,960.00 ", 36.68 , 17.47 ,,,,,,,,,,,,,,,
" 1,961.00 ", 37.55 , 18.16 ,,,,,,,,,,,,,,,
" 1,962.00 ", 36.55 , 17.30 ,,,,,,,,,,,,,,,
" 1,963.00 ", 36.49 , 17.37 ,,,,,,,,,,,,,,,
" 1,964.00 ", 36.47 , 17.46 ,,,,,,,,,,,,,,,
" 1,965.00 ", 36.01 , 17.08 ,,,,,,,,,,,,,,,
" 1,966.00 ", 35.30 , 17.12 ,,,,,,,,,,,,,,,
" 1,967.00 ", 36.22 , 17.92 ,,,,,,,,,,,,,,,
" 1,968.00 ", 35.21 , 17.27 ,,,,,,,,,,,,,,,
" 1,969.00 ", 35.38 , 17.36 ,,,,,,,,,,,,,,,
" 1,970.00 ", 35.61 , 17.47 ,,,,,,,,,,,,,,,
" 1,971.00 ", 35.82 , 17.79 ,,,,,,,,,,,,,,,
" 1,972.00 ", 36.14 , 17.93 ,,,,,,,,,,,,,,,
" 1,973.00 ", 35.88 , 17.76 ,,,,,,,,,,,,,,,
" 1,974.00 ", 35.19 , 17.39 ,,,,,,,,,,,,,,,
" 1,975.00 ", 35.64 , 17.61 ,,,,,,,,,,,,,,,
" 1,976.00 ", 35.37 , 17.44 ,,,,,,,,,,,,,,,
" 1,977.00 ", 35.18 , 17.09 ,,,,,,,,,,,,,,,
" 1,978.00 ", 35.00 , 16.96 ,,,,,,,,,,,,,,,
" 1,979.00 ", 34.79 , 16.82 ,,,,,,,,,,,,,,,
" 1,980.00 ", 34.58 , 16.88 ,,,,,,,,,,,,,,,
" 1,981.00 ", 34.93 , 16.81 ,,,,,,,,,,,,,,,
" 1,982.00 ", 35.32 , 16.97 ,,,,,,,,,,,,,,,
" 1,983.00 ", 35.70 , 17.13 ,,,,,,,,,,,,,,,
" 1,984.00 ", 36.08 , 17.28 ,,,,,,,,,,,,,,,
" 1,985.00 ", 36.42 , 17.41 ,,,,,,,,,,,,,,,
" 1,986.00 ", 36.79 , 17.57 ,,,,,,,,,,,,,,,
" 1,987.00 ", 37.15 , 17.71 ,,,,,,,,,,,,,,,
" 1,988.00 ", 37.25 , 17.83 ,,,,,,,,,,,,,,,
" 1,989.00 ", 37.39 , 17.98 ,,,,,,,,,,,,,,,
" 1,990.00 ", 37.53 , 17.90 ,,,,,,,,,,,,,,,
" 1,991.00 ", 37.67 , 18.05 ,,,,,,,,,,,,,,,
" 1,992.00 ", 37.82 , 18.20 ,,,,,,,,,,,,,,,
" 1,993.00 ", 38.14 , 18.37 ,,,,,,,,,,,,,,,
" 1,994.00 ", 39.92 , 20.30 ,,,,,,,,,,,,,,,
" 1,995.00 ", 39.60 , 20.50 ,,,,,,,,,,,,,,,
" 1,996.00 ", 39.46 , 20.59 ,,,,,,,,,,,,,,,
" 1,997.00 ", 39.88 , 21.00 ,,,,,,,,,,,,,,,
" 1,998.00 ", 40.15 , 21.31 ,,,,,,,,,,,,,,,
" 1,999.00 ", 39.66 , 20.78 ,,,,,,,,,,,,,,,
" 2,000.00 ", 39.69 , 20.89 ,,,,,,,,,,,,,,,
" 2,001.00 ", 39.81 , 21.30 ,,,,,,,,,,,,,,,
" 2,002.00 ", 40.19 , 21.63 ,,,,,,,,,,,,,,,
" 2,003.00 ", 40.01 , 21.06 ,,,,,,,,,,,,,,,
" 2,004.00 ", 40.42 , 21.06 ,,,,,,,,,,,,,,,
" 2,005.00 ", 39.86 , 21.07 ,,,,,,,,,,,,,,,
" 2,006.00 ", 40.52 , 21.64 ,,,,,,,,,,,,,,,
" 2,007.00 ", 40.96 , 22.24 ,,,,,,,,,,,,,,,
" 2,008.00 ", 40.45 , 21.42 ,,,,,,,,,,,,,,,
" 2,009.00 ", 40.29 , 21.30 ,,,,,,,,,,,,,,,
" 2,010.00 ", 40.10 , 21.38 ,,,,,,,,,,,,,,,
" 2,011.00 ", 39.47 , 19.89 ,,,,,,,,,,,,,,,
" 2,012.00 ", 40.36 , 20.71 ,,,,,,,,,,,,,,,
" 2,013.00 ", 40.38 , 20.75 ,,,,,,,,,,,,,,,
" 2,014.00 ", 40.08 , 20.51 ,,,,,,,,,,,,,,,
" 2,015.00 ", 40.95 , 20.91 ,,,,,,,,,,,,,,,
" 2,016.00 ", 40.63 , 20.88 ,,,,,,,,,,,,,,,
" 2,017.00 ", 40.56 , 20.84 ,,,,,,,,,,,,,,,
" 2,018.00 ", 40.58 , 20.69 ,,,,,,,,,,,,,,,
" 2,019.00 ", 40.79 , 21.24 ,,,,,,,,,,,,,,,
" 2,020.00 ", 40.95 , 20.96 ,,,,,,,,,,,,,,,
" 1,950.00 ", 57.93 , 33.06 ,,,,,,,,,,,,,,,
" 1,951.00 ", 58.04 , 33.00 ,,,,,,,,,,,,,,,
" 1,952.00 ", 57.53 , 33.65 ,,,,,,,,,,,,,,,
" 1,953.00 ", 57.78 , 33.02 ,,,,,,,,,,,,,,,
" 1,954.00 ", 57.88 , 33.65 ,,,,,,,,,,,,,,,
" 1,955.00 ", 58.08 , 33.25 ,,,,,,,,,,,,,,,
" 1,956.00 ", 58.27 , 33.71 ,,,,,,,,,,,,,,,
" 1,957.00 ", 58.46 , 34.10 ,,,,,,,,,,,,,,,
" 1,958.00 ", 58.39 , 33.59 ,,,,,,,,,,,,,,,
" 1,959.00 ", 58.01 , 33.56 ,,,,,,,,,,,,,,,
" 1,960.00 ", 57.91 , 33.00 ,,,,,,,,,,,,,,,
" 1,961.00 ", 57.86 , 32.53 ,,,,,,,,,,,,,,,
" 1,962.00 ", 57.50 , 31.68 ,,,,,,,,,,,,,,,
" 1,963.00 ", 57.37 , 31.06 ,,,,,,,,,,,,,,,
" 1,964.00 ", 57.73 , 31.04 ,,,,,,,,,,,,,,,
" 1,965.00 ", 58.10 , 30.90 ,,,,,,,,,,,,,,,
" 1,966.00 ", 57.92 , 31.62 ,,,,,,,,,,,,,,,
" 1,967.00 ", 57.92 , 31.73 ,,,,,,,,,,,,,,,
" 1,968.00 ", 57.94 , 31.55 ,,,,,,,,,,,,,,,
" 1,969.00 ", 58.13 , 31.24 ,,,,,,,,,,,,,,,
" 1,970.00 ", 58.13 , 31.54 ,,,,,,,,,,,,,,,
" 1,971.00 ", 58.01 , 31.07 ,,,,,,,,,,,,,,,
" 1,972.00 ", 57.95 , 31.79 ,,,,,,,,,,,,,,,
" 1,973.00 ", 57.98 , 31.25 ,,,,,,,,,,,,,,,
" 1,974.00 ", 58.07 , 31.27 ,,,,,,,,,,,,,,,
" 1,975.00 ", 58.19 , 31.54 ,,,,,,,,,,,,,,,
" 1,976.00 ", 57.58 , 31.14 ,,,,,,,,,,,,,,,
" 1,977.00 ", 56.36 , 30.03 ,,,,,,,,,,,,,,,
" 1,978.00 ", 55.33 , 29.02 ,,,,,,,,,,,,,,,
" 1,979.00 ", 55.05 , 28.78 ,,,,,,,,,,,,,,,
" 1,980.00 ", 54.67 , 28.72 ,,,,,,,,,,,,,,,
" 1,981.00 ", 54.31 , 28.93 ,,,,,,,,,,,,,,,
" 1,982.00 ", 54.38 , 28.85 ,,,,,,,,,,,,,,,
" 1,983.00 ", 54.45 , 28.25 ,,,,,,,,,,,,,,,
" 1,984.00 ", 54.13 , 28.16 ,,,,,,,,,,,,,,,
" 1,985.00 ", 53.27 , 27.27 ,,,,,,,,,,,,,,,
" 1,986.00 ", 54.34 , 29.34 ,,,,,,,,,,,,,,,
" 1,987.00 ", 55.08 , 30.02 ,,,,,,,,,,,,,,,
" 1,988.00 ", 55.74 , 30.72 ,,,,,,,,,,,,,,,
" 1,989.00 ", 56.40 , 30.99 ,,,,,,,,,,,,,,,
" 1,990.00 ", 55.76 , 31.15 ,,,,,,,,,,,,,,,
" 1,991.00 ", 56.11 , 30.73 ,,,,,,,,,,,,,,,
" 1,992.00 ", 56.45 , 30.66 ,,,,,,,,,,,,,,,
" 1,993.00 ", 56.82 , 30.86 ,,,,,,,,,,,,,,,
" 1,994.00 ", 57.12 , 31.05 ,,,,,,,,,,,,,,,
" 1,995.00 ", 56.68 , 30.73 ,,,,,,,,,,,,,,,
" 1,996.00 ", 56.44 , 30.30 ,,,,,,,,,,,,,,,
" 1,997.00 ", 56.58 , 30.49 ,,,,,,,,,,,,,,,
" 1,998.00 ", 56.97 , 31.25 ,,,,,,,,,,,,,,,
" 1,999.00 ", 56.79 , 31.42 ,,,,,,,,,,,,,,,
" 2,000.00 ", 56.58 , 30.74 ,,,,,,,,,,,,,,,
" 2,001.00 ", 56.47 , 30.63 ,,,,,,,,,,,,,,,
" 2,002.00 ", 56.04 , 30.05 ,,,,,,,,,,,,,,,
" 2,003.00 ", 55.13 , 29.76 ,,,,,,,,,,,,,,,
" 2,004.00 ", 54.50 , 29.44 ,,,,,,,,,,,,,,,
" 2,005.00 ", 54.65 , 28.96 ,,,,,,,,,,,,,,,
" 2,006.00 ", 53.99 , 28.82 ,,,,,,,,,,,,,,,
" 2,007.00 ", 53.89 , 29.00 ,,,,,,,,,,,,,,,
" 2,008.00 ", 53.10 , 27.60 ,,,,,,,,,,,,,,,
" 2,009.00 ", 52.15 , 27.15 ,,,,,,,,,,,,,,,
" 2,010.00 ", 51.69 , 26.59 ,,,,,,,,,,,,,,,
" 2,011.00 ", 51.47 , 26.70 ,,,,,,,,,,,,,,,
" 2,012.00 ", 51.12 , 26.76 ,,,,,,,,,,,,,,,
" 2,013.00 ", 51.00 , 26.40 ,,,,,,,,,,,,,,,
" 2,014.00 ", 50.82 , 26.57 ,,,,,,,,,,,,,,,
" 2,015.00 ", 50.72 , 26.56 ,,,,,,,,,,,,,,,
" 2,016.00 ", 50.69 , 26.70 ,,,,,,,,,,,,,,,
" 2,017.00 ", 50.44 , 26.78 ,,,,,,,,,,,,,,,
" 2,018.00 ", 50.48 , 26.63 ,,,,,,,,,,,,,,,
" 2,019.00 ", 50.69 , 26.33 ,,,,,,,,,,,,,,,
" 2,020.00 ", 50.24 , 25.90 ,,,,,,,,,,,,,,,
" 1,950.00 ", 40.15 , 19.21 ,,,,,,,,,,,,,,,
" 1,951.00 ", 40.08 , 19.20 ,,,,,,,,,,,,,,,
" 1,952.00 ", 39.99 , 19.05 ,,,,,,,,,,,,,,,
" 1,953.00 ", 40.01 , 19.08 ,,,,,,,,,,,,,,,
" 1,954.00 ", 40.29 , 19.35 ,,,,,,,,,,,,,,,
" 1,955.00 ", 40.10 , 19.16 ,,,,,,,,,,,,,,,
" 1,956.00 ", 40.16 , 19.09 ,,,,,,,,,,,,,,,
" 1,957.00 ", 40.07 , 19.07 ,,,,,,,,,,,,,,,
" 1,958.00 ", 39.84 , 18.77 ,,,,,,,,,,,,,,,
" 1,959.00 ", 40.28 , 19.27 ,,,,,,,,,,,,,,,
" 1,960.00 ", 40.34 , 19.05 ,,,,,,,,,,,,,,,
" 1,961.00 ", 40.16 , 18.88 ,,,,,,,,,,,,,,,
" 1,962.00 ", 40.20 , 18.87 ,,,,,,,,,,,,,,,
" 1,963.00 ", 41.06 , 19.10 ,,,,,,,,,,,,,,,
" 1,964.00 ", 39.89 , 18.75 ,,,,,,,,,,,,,,,
" 1,965.00 ", 39.71 , 18.68 ,,,,,,,,,,,,,,,
" 1,966.00 ", 39.32 , 18.39 ,,,,,,,,,,,,,,,
" 1,967.00 ", 39.09 , 18.17 ,,,,,,,,,,,,,,,
" 1,968.00 ", 39.90 , 18.24 ,,,,,,,,,,,,,,,
" 1,969.00 ", 39.34 , 18.55 ,,,,,,,,,,,,,,,
" 1,970.00 ", 38.98 , 17.99 ,,,,,,,,,,,,,,,
" 1,971.00 ", 38.82 , 17.99 ,,,,,,,,,,,,,,,
" 1,972.00 ", 38.64 , 17.82 ,,,,,,,,,,,,,,,
" 1,973.00 ", 39.32 , 18.34 ,,,,,,,,,,,,,,,
" 1,974.00 ", 38.26 , 17.83 ,,,,,,,,,,,,,,,
" 1,975.00 ", 37.72 , 17.44 ,,,,,,,,,,,,,,,
" 1,976.00 ", 37.41 , 17.16 ,,,,,,,,,,,,,,,
" 1,977.00 ", 37.49 , 17.12 ,,,,,,,,,,,,,,,
" 1,978.00 ", 38.18 , 17.20 ,,,,,,,,,,,,,,,
" 1,979.00 ", 37.98 , 17.17 ,,,,,,,,,,,,,,,
" 1,980.00 ", 38.24 , 17.43 ,,,,,,,,,,,,,,,
" 1,981.00 ", 37.98 , 17.03 ,,,,,,,,,,,,,,,
" 1,982.00 ", 37.90 , 16.81 ,,,,,,,,,,,,,,,
" 1,983.00 ", 38.72 , 17.20 ,,,,,,,,,,,,,,,
" 1,984.00 ", 38.97 , 17.32 ,,,,,,,,,,,,,,,
" 1,985.00 ", 39.37 , 17.45 ,,,,,,,,,,,,,,,
" 1,986.00 ", 39.47 , 17.38 ,,,,,,,,,,,,,,,
" 1,987.00 ", 39.84 , 17.51 ,,,,,,,,,,,,,,,
" 1,988.00 ", 40.07 , 17.77 ,,,,,,,,,,,,,,,
" 1,989.00 ", 40.45 , 18.04 ,,,,,,,,,,,,,,,
" 1,990.00 ", 42.71 , 18.89 ,,,,,,,,,,,,,,,
" 1,991.00 ", 43.96 , 19.54 ,,,,,,,,,,,,,,,
" 1,992.00 ", 46.39 , 20.25 ,,,,,,,,,,,,,,,
" 1,993.00 ", 48.01 , 20.93 ,,,,,,,,,,,,,,,
" 1,994.00 ", 49.32 , 20.99 ,,,,,,,,,,,,,,,
" 1,995.00 ", 49.84 , 21.26 ,,,,,,,,,,,,,,,
" 1,996.00 ", 49.71 , 21.02 ,,,,,,,,,,,,,,,
" 1,997.00 ", 49.06 , 20.75 ,,,,,,,,,,,,,,,
" 1,998.00 ", 49.31 , 20.78 ,,,,,,,,,,,,,,,
" 1,999.00 ", 49.24 , 20.87 ,,,,,,,,,,,,,,,
" 2,000.00 ", 48.84 , 20.88 ,,,,,,,,,,,,,,,
" 2,001.00 ", 48.54 , 21.04 ,,,,,,,,,,,,,,,
" 2,002.00 ", 47.52 , 20.78 ,,,,,,,,,,,,,,,
" 2,003.00 ", 46.55 , 20.23 ,,,,,,,,,,,,,,,
" 2,004.00 ", 45.65 , 19.89 ,,,,,,,,,,,,,,,
" 2,005.00 ", 45.11 , 19.82 ,,,,,,,,,,,,,,,
" 2,006.00 ", 44.29 , 19.58 ,,,,,,,,,,,,,,,
" 2,007.00 ", 43.38 , 19.17 ,,,,,,,,,,,,,,,
" 2,008.00 ", 42.63 , 18.76 ,,,,,,,,,,,,,,,
" 2,009.00 ", 42.83 , 19.06 ,,,,,,,,,,,,,,,
" 2,010.00 ", 42.63 , 18.68 ,,,,,,,,,,,,,,,
" 2,011.00 ", 42.49 , 18.61 ,,,,,,,,,,,,,,,
" 2,012.00 ", 42.44 , 18.62 ,,,,,,,,,,,,,,,
" 2,013.00 ", 42.07 , 18.46 ,,,,,,,,,,,,,,,
" 2,014.00 ", 42.00 , 18.49 ,,,,,,,,,,,,,,,
" 2,015.00 ", 42.21 , 18.40 ,,,,,,,,,,,,,,,
" 2,016.00 ", 42.11 , 18.52 ,,,,,,,,,,,,,,,
" 2,017.00 ", 42.02 , 18.49 ,,,,,,,,,,,,,,,
" 2,018.00 ", 41.68 , 18.51 ,,,,,,,,,,,,,,,
" 2,019.00 ", 41.55 , 18.51 ,,,,,,,,,,,,,,,
" 2,020.00 ", 41.39 , 18.48 ,,,,,,,,,,,,,,,
" 1,950.00 ", 55.90 , 32.57 ,,,,,,,,,,,,,,,
" 1,951.00 ", 56.64 , 33.44 ,,,,,,,,,,,,,,,
" 1,952.00 ", 56.86 , 33.79 ,,,,,,,,,,,,,,,
" 1,953.00 ", 57.94 , 34.62 ,,,,,,,,,,,,,,,
" 1,954.00 ", 59.09 , 36.03 ,,,,,,,,,,,,,,,
" 1,955.00 ", 59.08 , 35.66 ,,,,,,,,,,,,,,,
" 1,956.00 ", 59.13 , 35.50 ,,,,,,,,,,,,,,,
" 1,957.00 ", 58.84 , 34.89 ,,,,,,,,,,,,,,,
" 1,958.00 ", 58.45 , 35.44 ,,,,,,,,,,,,,,,
" 1,959.00 ", 58.91 , 35.03 ,,,,,,,,,,,,,,,
" 1,960.00 ", 59.21 , 35.01 ,,,,,,,,,,,,,,,
" 1,961.00 ", 59.45 , 35.63 ,,,,,,,,,,,,,,,
" 1,962.00 ", 60.14 , 36.42 ,,,,,,,,,,,,,,,
" 1,963.00 ", 59.84 , 36.33 ,,,,,,,,,,,,,,,
" 1,964.00 ", 60.16 , 36.83 ,,,,,,,,,,,,,,,
" 1,965.00 ", 60.43 , 36.89 ,,,,,,,,,,,,,,,
" 1,966.00 ", 61.39 , 37.79 ,,,,,,,,,,,,,,,
" 1,967.00 ", 61.55 , 37.55 ,,,,,,,,,,,,,,,
" 1,968.00 ", 62.03 , 37.38 ,,,,,,,,,,,,,,,
" 1,969.00 ", 61.79 , 36.66 ,,,,,,,,,,,,,,,
" 1,970.00 ", 62.58 , 38.19 ,,,,,,,,,,,,,,,
" 1,971.00 ", 63.30 , 39.41 ,,,,,,,,,,,,,,,
" 1,972.00 ", 63.72 , 39.26 ,,,,,,,,,,,,,,,
" 1,973.00 ", 64.58 , 39.70 ,,,,,,,,,,,,,,,
" 1,974.00 ", 64.99 , 39.99 ,,,,,,,,,,,,,,,
" 1,975.00 ", 63.64 , 38.23 ,,,,,,,,,,,,,,,
" 1,976.00 ", 63.24 , 38.33 ,,,,,,,,,,,,,,,
" 1,977.00 ", 62.99 , 38.29 ,,,,,,,,,,,,,,,
" 1,978.00 ", 62.22 , 37.68 ,,,,,,,,,,,,,,,
" 1,979.00 ", 62.52 , 38.16 ,,,,,,,,,,,,,,,
" 1,980.00 ", 62.70 , 39.13 ,,,,,,,,,,,,,,,
" 1,981.00 ", 62.68 , 39.56 ,,,,,,,,,,,,,,,
" 1,982.00 ", 61.14 , 37.64 ,,,,,,,,,,,,,,,
" 1,983.00 ", 59.11 , 34.97 ,,,,,,,,,,,,,,,
" 1,984.00 ", 58.47 , 34.47 ,,,,,,,,,,,,,,,
" 1,985.00 ", 57.05 , 33.56 ,,,,,,,,,,,,,,,
" 1,986.00 ", 55.58 , 31.70 ,,,,,,,,,,,,,,,
" 1,987.00 ", 55.70 , 31.53 ,,,,,,,,,,,,,,,
" 1,988.00 ", 55.38 , 31.56 ,,,,,,,,,,,,,,,
" 1,989.00 ", 55.51 , 32.06 ,,,,,,,,,,,,,,,
" 1,990.00 ", 56.26 , 33.03 ,,,,,,,,,,,,,,,
" 1,991.00 ", 58.26 , 34.94 ,,,,,,,,,,,,,,,
" 1,992.00 ", 58.03 , 34.04 ,,,,,,,,,,,,,,,
" 1,993.00 ", 57.55 , 33.54 ,,,,,,,,,,,,,,,
" 1,994.00 ", 57.38 , 33.91 ,,,,,,,,,,,,,,,
" 1,995.00 ", 57.44 , 33.75 ,,,,,,,,,,,,,,,
" 1,996.00 ", 57.00 , 33.45 ,,,,,,,,,,,,,,,
" 1,997.00 ", 56.92 , 33.72 ,,,,,,,,,,,,,,,
" 1,998.00 ", 56.24 , 33.07 ,,,,,,,,,,,,,,,
" 1,999.00 ", 55.49 , 32.27 ,,,,,,,,,,,,,,,
" 2,000.00 ", 55.76 , 32.48 ,,,,,,,,,,,,,,,
" 2,001.00 ", 55.17 , 31.96 ,,,,,,,,,,,,,,,
" 2,002.00 ", 54.68 , 31.35 ,,,,,,,,,,,,,,,
" 2,003.00 ", 56.05 , 32.41 ,,,,,,,,,,,,,,,
" 2,004.00 ", 55.64 , 32.17 ,,,,,,,,,,,,,,,
" 2,005.00 ", 55.64 , 32.19 ,,,,,,,,,,,,,,,
" 2,006.00 ", 55.45 , 31.58 ,,,,,,,,,,,,,,,
" 2,007.00 ", 55.09 , 30.77 ,,,,,,,,,,,,,,,
" 2,008.00 ", 54.69 , 30.14 ,,,,,,,,,,,,,,,
" 2,009.00 ", 53.50 , 28.94 ,,,,,,,,,,,,,,,
" 2,010.00 ", 53.05 , 28.41 ,,,,,,,,,,,,,,,
" 2,011.00 ", 53.84 , 29.03 ,,,,,,,,,,,,,,,
" 2,012.00 ", 54.01 , 29.84 ,,,,,,,,,,,,,,,
" 2,013.00 ", 53.92 , 29.32 ,,,,,,,,,,,,,,,
" 2,014.00 ", 54.40 , 29.40 ,,,,,,,,,,,,,,,
" 2,015.00 ", 55.57 , 30.04 ,,,,,,,,,,,,,,,
" 2,016.00 ", 55.14 , 29.24 ,,,,,,,,,,,,,,,
" 2,017.00 ", 54.64 , 28.47 ,,,,,,,,,,,,,,,
" 2,018.00 ", 54.54 , 28.39 ,,,,,,,,,,,,,,,
" 2,019.00 ", 54.47 , 28.48 ,,,,,,,,,,,,,,,
" 2,020.00 ", 54.18 , 28.65 ,,,,,,,,,,,,,,,
" 1,950.00 ", 66.94 , 44.73 ,,,,,,,,,,,,,,,
" 1,951.00 ", 66.88 , 44.72 ,,,,,,,,,,,,,,,
" 1,952.00 ", 66.84 , 44.71 ,,,,,,,,,,,,,,,
" 1,953.00 ", 66.91 , 44.77 ,,,,,,,,,,,,,,,
" 1,954.00 ", 66.88 , 44.57 ,,,,,,,,,,,,,,,
" 1,955.00 ", 67.00 , 44.86 ,,,,,,,,,,,,,,,
" 1,956.00 ", 67.05 , 44.84 ,,,,,,,,,,,,,,,
" 1,957.00 ", 67.24 , 45.15 ,,,,,,,,,,,,,,,
" 1,958.00 ", 67.29 , 45.23 ,,,,,,,,,,,,,,,
" 1,959.00 ", 67.18 , 44.84 ,,,,,,,,,,,,,,,
" 1,960.00 ", 67.17 , 44.73 ,,,,,,,,,,,,,,,
" 1,961.00 ", 67.56 , 45.37 ,,,,,,,,,,,,,,,
" 1,962.00 ", 67.33 , 44.92 ,,,,,,,,,,,,,,,
" 1,963.00 ", 67.42 , 44.93 ,,,,,,,,,,,,,,,
" 1,964.00 ", 67.78 , 45.20 ,,,,,,,,,,,,,,,
" 1,965.00 ", 67.77 , 45.15 ,,,,,,,,,,,,,,,
" 1,966.00 ", 67.84 , 45.22 ,,,,,,,,,,,,,,,
" 1,967.00 ", 68.39 , 46.06 ,,,,,,,,,,,,,,,
" 1,968.00 ", 68.51 , 46.09 ,,,,,,,,,,,,,,,
" 1,969.00 ", 68.20 , 45.52 ,,,,,,,,,,,,,,,
" 1,970.00 ", 68.01 , 44.90 ,,,,,,,,,,,,,,,
" 1,971.00 ", 67.89 , 44.53 ,,,,,,,,,,,,,,,
" 1,972.00 ", 67.87 , 44.42 ,,,,,,,,,,,,,,,
" 1,973.00 ", 68.18 , 44.58 ,,,,,,,,,,,,,,,
" 1,974.00 ", 68.29 , 44.29 ,,,,,,,,,,,,,,,
" 1,975.00 ", 67.92 , 44.05 ,,,,,,,,,,,,,,,
" 1,976.00 ", 67.87 , 43.67 ,,,,,,,,,,,,,,,
" 1,977.00 ", 67.53 , 43.15 ,,,,,,,,,,,,,,,
" 1,978.00 ", 67.63 , 43.11 ,,,,,,,,,,,,,,,
" 1,979.00 ", 67.85 , 43.39 ,,,,,,,,,,,,,,,
" 1,980.00 ", 68.25 , 43.94 ,,,,,,,,,,,,,,,
" 1,981.00 ", 68.56 , 44.75 ,,,,,,,,,,,,,,,
" 1,982.00 ", 68.35 , 44.30 ,,,,,,,,,,,,,,,
" 1,983.00 ", 68.12 , 44.34 ,,,,,,,,,,,,,,,
" 1,984.00 ", 68.53 , 45.27 ,,,,,,,,,,,,,,,
" 1,985.00 ", 68.34 , 44.58 ,,,,,,,,,,,,,,,
" 1,986.00 ", 68.02 , 44.15 ,,,,,,,,,,,,,,,
" 1,987.00 ", 67.93 , 44.11 ,,,,,,,,,,,,,,,
" 1,988.00 ", 68.32 , 44.41 ,,,,,,,,,,,,,,,
" 1,989.00 ", 68.49 , 44.36 ,,,,,,,,,,,,,,,
" 1,990.00 ", 68.81 , 45.21 ,,,,,,,,,,,,,,,
" 1,991.00 ", 69.15 , 44.96 ,,,,,,,,,,,,,,,
" 1,992.00 ", 69.49 , 45.10 ,,,,,,,,,,,,,,,
" 1,993.00 ", 69.02 , 44.82 ,,,,,,,,,,,,,,,
" 1,994.00 ", 69.02 , 45.18 ,,,,,,,,,,,,,,,
" 1,995.00 ", 68.85 , 45.09 ,,,,,,,,,,,,,,,
" 1,996.00 ", 68.69 , 45.49 ,,,,,,,,,,,,,,,
" 1,997.00 ", 68.36 , 45.13 ,,,,,,,,,,,,,,,
" 1,998.00 ", 67.96 , 44.14 ,,,,,,,,,,,,,,,
" 1,999.00 ", 67.50 , 43.59 ,,,,,,,,,,,,,,,
" 2,000.00 ", 67.28 , 43.27 ,,,,,,,,,,,,,,,
" 2,001.00 ", 66.89 , 42.78 ,,,,,,,,,,,,,,,
" 2,002.00 ", 66.78 , 42.85 ,,,,,,,,,,,,,,,
" 2,003.00 ", 66.64 , 42.46 ,,,,,,,,,,,,,,,
" 2,004.00 ", 66.49 , 42.35 ,,,,,,,,,,,,,,,
" 2,005.00 ", 66.56 , 42.81 ,,,,,,,,,,,,,,,
" 2,006.00 ", 66.34 , 42.27 ,,,,,,,,,,,,,,,
" 2,007.00 ", 66.14 , 42.19 ,,,,,,,,,,,,,,,
" 2,008.00 ", 65.82 , 41.49 ,,,,,,,,,,,,,,,
" 2,009.00 ", 65.37 , 40.80 ,,,,,,,,,,,,,,,
" 2,010.00 ", 65.06 , 40.28 ,,,,,,,,,,,,,,,
" 2,011.00 ", 64.47 , 39.39 ,,,,,,,,,,,,,,,
" 2,012.00 ", 64.01 , 39.03 ,,,,,,,,,,,,,,,
" 2,013.00 ", 63.80 , 38.36 ,,,,,,,,,,,,,,,
" 2,014.00 ", 63.52 , 37.94 ,,,,,,,,,,,,,,,
" 2,015.00 ", 63.16 , 37.75 ,,,,,,,,,,,,,,,
" 2,016.00 ", 62.78 , 37.67 ,,,,,,,,,,,,,,,
" 2,017.00 ", 62.53 , 37.51 ,,,,,,,,,,,,,,,
" 2,018.00 ", 62.25 , 37.05 ,,,,,,,,,,,,,,,
" 2,019.00 ", 61.93 , 36.78 ,,,,,,,,,,,,,,,
" 2,020.00 ", 61.43 , 36.22 ,,,,,,,,,,,,,,,
" 1,950.00 ", 50.53 , 25.74 ,,,,,,,,,,,,,,,
" 1,951.00 ", 50.52 , 25.59 ,,,,,,,,,,,,,,,
" 1,952.00 ", 50.31 , 25.50 ,,,,,,,,,,,,,,,
" 1,953.00 ", 50.00 , 25.40 ,,,,,,,,,,,,,,,
" 1,954.00 ", 51.58 , 28.08 ,,,,,,,,,,,,,,,
" 1,955.00 ", 50.40 , 27.47 ,,,,,,,,,,,,,,,
" 1,956.00 ", 49.19 , 27.23 ,,,,,,,,,,,,,,,
" 1,957.00 ", 50.07 , 25.63 ,,,,,,,,,,,,,,,
" 1,958.00 ", 49.51 , 26.95 ,,,,,,,,,,,,,,,
" 1,959.00 ", 49.55 , 27.06 ,,,,,,,,,,,,,,,
" 1,960.00 ", 48.05 , 26.35 ,,,,,,,,,,,,,,,
" 1,961.00 ", 48.38 , 26.62 ,,,,,,,,,,,,,,,
" 1,962.00 ", 47.94 , 24.63 ,,,,,,,,,,,,,,,
" 1,963.00 ", 46.51 , 23.94 ,,,,,,,,,,,,,,,
" 1,964.00 ", 46.57 , 23.89 ,,,,,,,,,,,,,,,
" 1,965.00 ", 46.72 , 24.04 ,,,,,,,,,,,,,,,
" 1,966.00 ", 46.78 , 24.01 ,,,,,,,,,,,,,,,
" 1,967.00 ", 46.20 , 23.65 ,,,,,,,,,,,,,,,
" 1,968.00 ", 47.11 , 24.01 ,,,,,,,,,,,,,,,
" 1,969.00 ", 46.69 , 23.78 ,,,,,,,,,,,,,,,
" 1,970.00 ", 45.96 , 23.58 ,,,,,,,,,,,,,,,
" 1,971.00 ", 46.36 , 23.68 ,,,,,,,,,,,,,,,
